,File Name,Position,salary_start,salary_end,opendate,requirements,duties,deadline,selection,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EDUCATION_YEARS,SCHOOL_TYPE
275,INDUSTRIAL HYGIENIST 2330 012618.txt,industrial hygienist,"85,900","$125,593",2018-01-26,"1. Graduation from an accredited four-year college or university with a bachelor's degree in Industrial Hygiene, Environmental & Occupational Health, Occupational Safety & Health, Environmental Health & Safety, or Safety Engineering; or2. Graduation from an accredited four-year college or university with a bachelor's degree in a related field, such as Biological Science, Physics, Chemistry, or Human Factors Engineering, and two years of full-time paid professional experience in an Industrial Hygiene or Safety position involving investigation of environmental hazards, such as air contamination, noise and radiation, and their effect on employees.","An Industrial Hygienist plans, develops, and implements an Industrial Hygiene and Health and Safety Training Program to minimize risk of employee exposure to hazardous chemical and physical stressors in the work environment; identifies significant workplace health hazards, evaluates the risk of injury or illness, and recommends corrective actions; develops policies consistent with State and Federal occupational health and safety laws and advises management regarding solutions to health and safety in the work environment;  and assists in implementation of those solutions.","FEBRUARY 8, 2018","['Test', 'Interview']",two,FULL_TIME,four,College or University
276,INFORMATION SERVICES SPECIALIST 1456 080417 (1).txt,information services specialist,"59,675","$87,258",2017-08-04,"1. Current employment with the City of Los Angeles; and2. Two years of full-time paid data processing experience in the installation, operation, programming, analysis, design, or data control of hardware or software for small, medium and large-scale computers, in performing simple system user requirements analysis and trouble shooting.","An Information Services Specialist assists in the evaluation, development, maintenance, implementation and modification of host-based, departmental processor, and personal computer operating systems, program product and supporting software; assists in planning and documenting facility and equipment-related activities; coordinates computer equipment installations, removals, modifications, and maintenance; develops host-based computer software or hardware procedures and assists in the analysis and resolution of network and hardware problems; performs analytic monitoring of computer systems in an operations center environment.","AUGUST 17, 2017",['Test'],Two,FULL_TIME,,
277,INFORMATION SYSTEMS MANAGER 1409 090117 (2).txt,information systems manager,"111,373","$158,500",2017-09-01,"Two years of full-time paid supervisory experience in a position at the level of Programmer Analyst V, Systems Programmer III, or Senior Systems Analyst II which provides experience in the analysis, design, implementation, operation or maintenance of computer based information systems, network, and computerized data and/or software.","An Information Systems Manager plans, organizes and directs the work of employees of a major section performing information systems work; defines the scope and tasks of project activities and reviews and reports activity status to management; assists in development of budgets and intermediate and long-range plans; assists in the formulation and organization of information systems training programs; in the Department of Water and Power, manages communication liaisons with customer business/user units; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","SEPTEMBER 14, 2017","['Questionnaire', 'Interview']",Two,FULL_TIME,,
278,INSTRUMENT MECHANIC 3843 060818 2.txt,instrument mechanic,"103,382",,2018-06-08,"1. Three years of full-time paid experience as a Steam Plant Assistant with the City of Los Angeles, one year of which shall be as a Steam Plant Assistant ""A"" in the Instrument Shop or Operations; or2. Two years of full-time paid experience at least at the level of Building Operating Engineer with the City of Los Angeles, which provides experience in the operation or maintenance of high temperature boilers or refrigeration equipment with a total capacity of 3,000 tons or more; or3. Two years of full-time paid experience as an Electrical Tester with the City of Los Angeles; or4. Two years of full-time paid instrument mechanic experience inspecting, adjusting, repairing and testing electronic and/or pneumatic control systems, including transmitting, indicating and recording instruments and controllers at oil refineries, chemical plants, water utility or wastewater treatment facilities. Completion of four semesters of course work on Automated Instrumentation and Controls from a recognized college may be substituted for one year of the required experience. Candidates must list courses completed, dates taken, and school attended according to the on-line instructions.","An Instrument Mechanic performs highly skilled field and shop work in inspecting, troubleshooting, adjusting, calibrating, servicing, maintaining, overhauling, repairing, and testing various automatic controls and indicating and recording instruments and devices; analyzes instrumentation and related system malfunctions to determine necessary repairs; and adjusts programs on instrumentation and controls required to interface with process control computers.","JUNE 21, 2018",[],Three,FULL_TIME,,
279,INSTRUMENT MECHANIC SUPERVISOR 3844 051917 final.txt,instrument mechanic supervisor,"119,036",,2017-05-19,"Four years of full-time paid experience with the City of Los Angeles as an Instrument Mechanic or in a class at that level performing highly skilled field work in adjusting, repairing, and testing automatic controls and precision instruments.","An Instrument Mechanic Supervisor plans, acquires parts and materials, assigns, reviews and evaluates the work of Instrument Mechanics and helpers engaged in highly skilled field work in inspecting, adjusting, servicing, maintaining, overhauling, repairing and testing various automatic controls, programmable logic controllers, distributed control systems, single loop controllers, indicating and recording instruments and devices, analytical instrumentation, environmental measurement, recording and reporting equipment; applies sound supervisory principles and techniques in building, training and maintaining a safe and effective work force; and fulfills equal employment opportunity responsibilities.","JUNE 1, 2017",['Test'],Four,FULL_TIME,,
280,INTERNAL AUDITOR 1625 011918.txt,internal auditor,"58,171","$85,044",2018-01-19,"Graduation from an accredited four-year college or university; and two years of full-time paid experience conducting performance, compliance, information systems, operations, financial or program audits in accordance with professional auditing standards. A Master's degree in business, accounting, economics, finance, public administration, political science, computer science, engineering, law or designation as a Certified Public Accountant (CPA), Certified Internal Auditor (CIA) or Certified Information Systems Auditor (CISA) may be substituted for one year of the experience requirement. ","An Internal Auditor performs independent performance, financial, and information systems audits and attestation engagements; conducts preliminary surveys; analyzes data; prepares audit and risk assessment documents; and audits accounting and related records of a variety of tenants, businesses, organizations and City departments to determine revenue payments to City departments, to verify the status of nonprofit organizations, and/or to determine the accuracy of departmental financial accounts, adequacy of internal controls, and information systems applications integrities, and to evaluate the effectiveness and efficiency of program operations. Employees at the level of Internal Auditor III and IV apply sound supervisory principles and techniques in maintaining an effective workforce, fulfill equal employment opportunity responsibilities, and perform related duties as assigned.","FEBRUARY 1, 2018","['Essay', 'Interview']",two,FULL_TIME,four,College or University
281,INVESTMENT OFFICER 9146 061518.txt,investment officer,"93,354","$136,471",2018-06-15,"1. Graduation from an accredited four year college or university; and2. a.Three years of full-time paid experience in a public agency, commercial bank, investment banking firm, or brokerage firm with responsibilities for the purchasing or selling of money-market instruments, cash management analysis, and analysis of short-term investments and economic forecasting; orb. Four years of full-time paid experience in investment analysis, financial analysis, institutional investing or consulting, performing portfolio management, or securities research or analysis.","An Investment Officer may be responsible for one or more asset classes of an investment program; administers a cash management program; develops and recommends investment policies, strategies, and practices; conducts investment performance and risk analyses; participates in the selection, retention, monitoring, evaluation and termination of external investment managers; negotiates contracts; prepares written and oral reports; oversees other investment related services.","JUNE 28, 2018","['Test', 'Essay', 'Interview']",Three,FULL_TIME,four,College or University
282,IRRIGATION SPECIALIST 3913 020615.txt,irrigation specialist,"49,631","$61,679",2015-02-06,"1. One year of full-time paid experience as a Senior Gardener with the City of Los Angeles performing work on irrigation systems including repairing and replacing sprinkler heads, fittings, valves, and irrigation water lines; or2. Two years of full-time paid experience as a Gardener Caretaker with the City of Los Angeles performing work on irrigation systems including repairing and replacing sprinkler heads, fittings, valves, and irrigation water lines.","An Irrigation Specialist performs skilled irrigation work by installing and repairing irrigation systems including sprinkler heads, fittings, valves, water lines, and irrigation control wiring. Incumbents may also perform routine ground maintenance and landscaping work and may act as a lead worker over employees engaged in irrigation, ground maintenance, or landscaping work. ","APRIL 4, 2015",['Test'],One,FULL_TIME,,
283,LABOR SUPERVISOR 3126 121815.txt,labor supervisor,"44,474","$65,020",2015-12-18,1.  Four years of full-time paid experience as a manual laborer or semi-skilled worker in construction or maintenance work; or2. Two years of full-time paid experience in inspecting construction work; or3. Two years of full-time paid experience as a supervisor or lead of a crew of manual or semi-skilled workers in construction or maintenance work.,"A Labor Supervisor assigns, reviews and evaluates the work of a labor crew that may consist of helpers, laborers, semiskilled workers and equipment operators, and other employees engaged in various construction, maintenance, and repair projects, and other related duties; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills Equal Employment Opportunity responsibilities; and maintains written records as requested.","DECEMBER 31, 2015",[],Four,FULL_TIME,,
284,LABORATORY TECHNICIAN 7854 030416.txt,laboratory technician,"41,530","$60,760",2016-03-04,"1. Completion of 12 semester or 18 quarter units at an accredited college or university in the areas of chemistry, biochemistry, biology, microbiology, botany, zoology, oceanography, or marine biology, and at least two of the aforementioned courses must have had a laboratory module either as part of or separate from the general lecture; and2. Completion of 3 semester or 4 quarter units of mathematics at an accredited college or university.","A Laboratory Technician performs standard and non-standard tests including preparing chemical solutions (reagents) of a routine to difficult nature concerning the chemical, radiological, biological, or microbiological laboratory analysis of water, wastewater, sludge, physical evidence in criminal cases, and materials and supplies used by City departments; makes simple calculations and prepares and maintains records and technical reports on analytical results; makes minor repairs to intricate testing equipment; tracks samples and enters analytical results in the laboratory information management system; performs chain of custody duties for sample receiving; complies with the Quality Assurance plan of the lab; performs sample collection and delivery; prepares and modifies basic standard operating procedure of laboratory test methods; and may supervise employees engaged in the above work.","MARCH 17, 2016",['Test'],,,,
285,LAND SURVEYING ASSISTANT 7283 120817.txt,land surveying assistant         ,"66,440","$97,133",2017-12-08,"  1. Graduation from an accredited college or university with a degree in engineering or surveying and one year of full-time paid experience as a member of a field survey party or field crew; or2. Four years of full-time paid experience as a Field Engineering Aide, or as a member of a field survey party performing sub-professional land surveying work in making precise readings, measurements, and tests in the field.","A Land Surveying Assistant sets up and operates total stations, levels, theodolites, electronic distance measuring devices, Global Positioning System (GPS) equipment, data collectors, hydrographic equipment, and other survey instruments to secure data pertaining to lines, corners, elevations, grades, curves, alignments, positions, and water depths; makes field notes, sketches, and computer maps; performs computations, processes data; and may act as a Survey Party Chief when needed.","DECEMBER 21, 2017",['Test'],one,FULL_TIME,,
286,LANDSCAPE ARCHITECT 7929 090718.txt,landscape architect,"89,638","$131,064",2018-09-07,Two years of full-time paid professional landscape architectural experience in a position at the level of Landscape Architectural Associate II.,"A Landscape Architect oversees and prepares professional landscape architectural plans, specifications, and cost estimates for the development and rehabilitation of City facilities; manages assigned projects and contracts; supervises employees engaged in this work; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","SEPTEMBER 20, 2018",[],Two,FULL_TIME,,
287,LANDSCAPE ARCHITECTURAL ASSOCIATE  7933 07222016.txt,landscape architectural associate,"66,231","$94,252",2016-07-22,1.Graduation from an accredited four-year college or university with a degree in landscape architecture; or 2.  Completion of a four-year Professional Designation Certificate in landscape architecture from an accredited college or university; or3.  Six years of sub-professional landscape architecture experience under a registered landscape architect. The completion of 30 semester or 45 quarter units in environmental design or landscape architecture from an accredited college or university may be substituted for each year of experience lacking. Applicants may substitute a maximum of two years of such education for the required experience. ,"A Landscape Architectural Associate performs professional landscape architectural work in the research, design, and preparation of plans, specifications, cost estimates, sketches and drawings for the development and rehabilitation of areas such as parks, playgrounds, recreational areas, public buildings, parking lots, malls, bridges, wastewater treatment plants, traffic islands, bikeways, drainage and erosion control projects, and other public works facilities; acts as project manager on development projects and reviews contracted design work; performs field review of projects; may supervise employees engaged in this work; and does related work.","AUGUST 04, 2016",['Interview'],,,four,College or University
288,LEGISLATIVE ASSISTANT 1182 091815.txt,legislative assistant,"76,379","$111,624",2015-09-18,"One year of full-time paid experience in a class at the level of Management Analyst performing professional administrative, legislative, research or analytical duties.","A Legislative Assistant serves one or more Council committees, or may act as the City Clerk's representative at Council meetings, preparing and checking agendas and reports, attending meetings, maintaining records, providing minutes and supplying information about the Council or Council committee activities.","OCTOBER 1, 2015","['Essay', 'Interview']",One,FULL_TIME,,
289,LEGISLATIVE REPRESENTATIVE 9482 122917.txt,legislative representative,"91,851","$134,300",2017-12-29,"1. Two years of full-time paid experience with the City of Los Angeles in a position at the level of Senior Management Analyst performing duties as a liaison with Council Committees, Commissions, or Mayor's office, concerning legislative matters; or2. Graduation from an accredited four-year college or university and five years of full-time paid professional experience in legislative analysis or legislative advocacy.A graduate degree from an accredited college or university in law, government policy, public policy, public administration, political science, liberal studies, or closely related field may be substituted for one year of experience lacking in requirement #2.","A Legislative Representative represents the Harbor and Airports departments at meetings of the Los Angeles City Council or represents the Department at meetings of other governmental and civic committees, agencies, and boards; serves as a liaison between local neighborhood councils, Port citizen advisory committees, the Department, and the City Council; examines the effect of proposed legislation on Department or City interests and promotes legislation beneficial to the City or the Department.","JANUARY 11, 2018",['Interview'],Two,FULL_TIME,four,College or University
290,LIBRARIAN 6152 051217 REV 020218.txt,librarian,"62,347","$77,464",2017-05-12,A master's degree in Library Science or Library and Information Science from a school accredited by the American Library Association.,"A Librarian provides patrons of all ages with a variety of professional librarian services, including outreach and virtual/online resources and programs, reader guidance and book reviews, reference, selection, cataloging and maintenance of library materials to meet educational, recreational and informational needs of the community, programming to support lifelong learning, educational, and cultural interests of the community, training in technologies and library resources and services, and implementation of library technologies and virtual services. ","FEBRUARY 12, 2018",['Interview'],,,,
291,LIBRARY ASSISTANT 1172 051118 (2).txt,library assistant,"46,374","$67,818",2018-05-11,"Two years of full-time paid library clerical experience as a Library Clerical Assistant or Administrative Clerk (formerly titled Clerk Typist), with the City of Los Angeles, Library Department.Successful completion of 16 semester or 24 quarter units in library science from an accredited trade school, college or university may be substituted for a maximum of one year of the above experience lacking.","A Library Assistant performs routine professional, sub professional, and difficult clerical work in the Library Department; assigns, reviews, and evaluates the work of clerical personnel engaged in various library clerical duties; responds to inquiries from the public, and resolves complaints; may serve at a public service desk; applies sound supervisory principles and techniques in building, and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","MAY 24, 2018","['Test', 'Interview']",Two,FULL_TIME,,
292,LICENSED VOCATIONAL NURSE  2332 042415.txt,licensed vocational nurse ,"46,812","$58,150",2015-04-24,1. Possession of a valid and current California License as a Licensed Vocational Nurse; and2. Possession of a certificate from the State of California for intravenous therapy and blood withdrawal; and3. Possession of a current American Heart Association Basic Life Support for Healthcare Provider CPR card.,"Under general supervision, assists physicians, registered nurses and other health specialists in performing patient care activities, such as obtaining vital signs, and performing diagnostic testing; and performs related duties as required.",,['Questionnaire'],,,,
293,LINE MAINTENANCE ASSISTANT 3882 122818.txt,line maintenance assistant,"74,666","$92,748",2018-12-28,One year of full-time paid experience with the City of Los Angeles in a class at the level of Electrical Craft Helper assisting with street light or power transmission and/or distribution work.,"A Line Maintenance Assistant assists journey-level workers in the maintenance, repair, and modification of overhead electric power transmission lines and street lighting circuits and equipment. A Line Maintenance Assistant is required to climb wood poles and metal towers and work on or near energized equipment.","JANUARY 10, 2019",['Test'],One,FULL_TIME,,
294,LOCKSMITH 3393 113018.txt,locksmith ,"84,075",,2018-11-30,"1. Completion of a recognized apprenticeship as a locksmith; or2. Five years of full-time paid experience in the repair of locks and door closers and in the establishment and/or maintenance of the following key systems: Schlage, Schlage high security (i.e. Primus and Primus Everest), Corbin-Russwin, Corbin-Russwin IC, Yale, Falcon, Sargent and Best. ","A Locksmith installs, repairs, rebuilds, re-keys, cleans and maintains locks, locking devices and door related hardware; establishes and maintains master key systems, which include Schlage, Corbin-Russwin IC, Yale, Falcon, Sargent, Best and high security ""Primus"" and ""Primus Everest""; and services a variety of specialized security systems including computerized access control and electronic locking devices.","DECEMBER 13, 2018",['Interview'],Five,FULL_TIME,,
295,MACHINIST 3763 061016.txt,machinist,"81,703",,2016-06-10,"1. Completion of a recognized apprenticeship as a machinist; or2. Six years of full-time paid experience performing machine shop work; or3. Completion of a recognized United States Military machinist training program such as the U.S. Navy Machinery Repairman, U.S. Marine Corp Machinist, U.S. Army Machinist, or U.S. Air Force Aircraft Metals Technology. Completion of at least an 18-month machine shop program from a recognized institution can be substituted for each year of experience up to a maximum of two years. ","A Machinist cuts and shapes metals and other materials using precision conventional and computerized numerical control machine tools and hand tools in the fabrication of parts and the construction, assembly, installation or repair of various types of machinery, equipment tools, and dies; and disassembles, repairs and reassembles machinery where fine alignment and close tolerances are required.","JUNE 23, 2016",['Test'],Six,FULL_TIME,,
296,MACHINIST SUPERVISOR 3766 121815.txt,machinist supervisor,"85,962","$96,444",2015-12-18,Four years of full-time paid experience as a journey-level machinist.,"A Machinist Supervisor assigns, reviews and evaluates Machinists, other craft workers, and helpers engaged in cutting and shaping metals and other materials, in the construction, assembly, installation, or repair of various types of machinery, equipment, tools, and dies; applies sound supervisory principles and techniques in building and maintaining an effective work force, and fulfills Equal Employment Opportunity responsibilities.","DECEMBER 31, 2015",[],Four,FULL_TIME,,
297,MAINTENANCE AND CONSTRUCTION HELPER 3115 120817 (1).txt,maintenance and construction helper,"39,672","$56,438",2017-12-08,"1. Six months as a Utility Pre-Craft Trainee with the Los Angeles Department of Water and Power; or2. One year of full-time paid experience in construction, craft or landscaping work; or3. One year of full-time paid experience in construction, craft or landscaping work while in the United States Armed Forces.","A Maintenance and Construction Helper does a variety of semi-skilled manual tasks in construction, maintenance and repair activities.","DECEMBER 21, 2017",['Test'],One,FULL_TIME,,
298,MAINTENANCE LABORER 3112 111618.txt,maintenance laborer ,"37,458","$54,789",2018-11-16,"1. Current employment with the City of Los Angeles; and2. At least six months of full-time paid experience with the City of Los Angeles performing duties involving maintenance or construction; and3. A letter of recommendation from the personnel office of the employing department where training was received, which includes a statement from the department's willingness to hire the employee as a Maintenance Laborer. This letter must be attached to the application at the time of filing.",A Maintenance Laborer does unskilled manual work for the City of Los Angeles.,,[],,,,
299,MANAGEMENT AIDE 1508 033117.txt,management aide,"47,732","$69,760",2017-03-31,1.Three years of full-time paid office clerical experience with the City of Los Angeles in a class at the level of Senior Administrative Clerk; or2.Four years of full-time paid experience with the City of Los Angeles as a Customer Service Representative.,"A Management Aide performs paraprofessional duties in assisting professional, technical, administrative, or personnel staff in the preparation of correspondence, reports, studies, and surveys on a wide variety of administrative, fiscal, budgetary, personnel, and management problems. ","APRIL 13, 2017","['Choice', 'Essay', 'Interview']",Three,FULL_TIME,,
300,MANAGEMENT ANALYST 9184 092118.txt,management analyst,"70,156","$102,562",2018-09-21,"1. One year of full-time paid professional experience as a Management Assistant or in a class which is at that level performing duties in budgetary and grants analysis and control, legislative analysis, administrative analysis and research, systems and procedures analysis, departmental administration, personnel administration or accounting; or2. Two years of full-time paid experience as a Management Aide with the City of Los Angeles; or3. One year of full-time paid experience with the City of Los Angeles as a Chief Clerk or in a clerical class at that level; or 4. Three years of full time paid experience with the City of Los Angeles as an Executive Administrative Assistant or in a clerical class at that level.Applicants who have at least six months of the experience specified in Requirement #1 may substitute a master's degree in Business Administration, Public Administration, Computer or Information Sciences, Social Science, Psychology, or in a closely related field from an accredited college or university for the balance of the one-year experience requirement.A bachelor's degree from an accredited four-year college or university may substitute for one year of full-time paid experience as a Management Aide in Requirement #2.","A Management Analyst performs professional staff work by researching, assembling, analyzing, and interpreting data and by preparing correspondence and reports with recommendations to management on a wide variety of administrative, fiscal, grants, budgetary, personnel, legislative and managerial problems; may supervise or act as a lead worker to staff involved in a central agency, operating department, or bureau administration; and does related work.","DECEMBER 7, 2018","['Choice', 'Essay', 'Interview']",One,FULL_TIME,four,College or University
301,MANAGEMENT ASSISTANT 1539 032318.txt,management assistant,"48,796","$71,326",2018-03-23,A bachelor's degree from an accredited four-year college or university.,"Management Assistant is an entry-level professional position that can lead to a career in budget and finance, personnel administration, or special program administration. Typical duties relate to the resolution of departmental and Citywide administrative problems, data collection, report writing, program coordination and development of public policy.","APRIL 5, 2018",['Interview'],,,four,College or University
302,MANAGING WATER UTILITY ENGINEER 9406 032417 REV 040417.txt,managing water utility engineer,"148,561","$184,579",2017-03-24,"1. Two years of full-time paid experience at the level of Waterworks Engineer in the Water System of the Department of Water and Power, performing professional engineering work in the design, construction, operation, or maintenance of water systems and facilities; and2. Registration as a Professional Engineer with the California Board of Registration for Professional Engineers, Land Surveyors, and Geologists.","A Managing Water Utility Engineer may serve as the director or assistant director of a Division, or manager of a Section, or major project in the Water System of the Department of Water and Power; may serve as an assistant to the General Manager or to the Senior Assistant General Manager-Water; performs difficult and responsible professional engineering and administrative work in managing and supervising the preparation of plans, design and specifications, contracts, budgets, studies, treatments, legislative reports and procedures related to the various components of the water supply, water distribution, water quality, water treatments or water operations and maintenance activities of the Department, including achieving and maintaining regulatory compliance; executes the Safety Program and develops safety initiatives for a Water Systems division; develops and implements Division goals and policies; applies sound management and supervisory principles and techniques in building and maintaining an effective workforce; and fulfills Equal Employment Opportunity responsibilities.","APRIL 13, 2017","['Essay', 'Interview']",Two,FULL_TIME,,
303,MARINE AQUARIUM CURATOR 2425 091517.txt,marine aquarium curator,"52,304","$76,462",2017-09-15,"1. Graduation from an accredited four-year college or university with a major in a life science or education (as designated by an Education Department of an accredited four-year college or university), or a teaching credential; and2. One year of full-time paid professional experience assisting in the acquisition and preparation of marine specimens for display or developing and implementing marine education programs for the general public at an aquarium or zoo environment.","A Marine Aquarium Curator assists in the acquisition, preparation, and care of marine specimens and exhibits; supervises the activities of the scientific laboratory; develops the curricula for the educational programs conducted in the laboratory classroom and other public locations; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","SEPTEMBER 28, 2017",['Interview'],One,FULL_TIME,four,College or University
304,MARINE AQUARIUM PROGRAM DIRECTOR 2403 082517.txt,marine aquarium program director,"64,686","$94,586",2017-08-25,/MINUMUM QUALIFICATIONS1. A Bachelor's Degree in life science from a an accredited college or university; and two years of full-time paid professional experience in preparing marine science programs for educational and recreational purposes; or2. Graduation from an accredited four-year college or university and four years of full-time paid professional experience preparing marine science programs for educational and recreational purposes; or3. A Master's Degree in Marine Biology or related field.PROCESS ,"A Marine Aquarium Program Director plans, directs and participates in lectures, classes, tours and other programs dealing with marine subjects; supervises employees and volunteers engaged in conducting marine educational programs, tours, and classes; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","SEPTEMBER 7, 2017",['Interview'],two,FULL_TIME,four,College or University
305,MARINE ENVIRONMENTAL MANAGER 9437 060614.txt,marine environmental manager,"110,371",,2014-06-06,Eighteen months of full-time paid professional experience in a class at least at the level of either Marine Environmental Supervisor or Environmental Supervisor supervising a professional staff performing environmental activities.,A Marine Environmental Manager directs or assists in directing the activities of the Environmental Management Division of the Harbor Department; directs and manages the development and implementation of specialized environmental policies and programs through a professional environmental staff; and advises management of issues of environmental policy; and does related work.,"JUNE 19, 2014",['Interview'],,,,
306,MARINE ENVIRONMENTAL SUPERVISOR 9433 071114 (1).txt,marine environmental supervisor    ,"92,769","$115,278",2014-07-11,"1.Three years full-time paid professional experience at the level of Environmental Specialist, responsible for performing technical marine environmental activities, such as designing and implementing comprehensive studies of water or sediment quality in coastal zones and preparing comprehensive environmental assessments of coastal marine development projects; or2. A Master's degree in environmental, ecological, or biological science, or oceanography, geology, environmental planning, environmental law, or a related field and two years of full-time paid professional experience at the level of Environmental Specialist as described in requirement #1.","A Marine Environmental Supervisor oversees the preparation of studies of the Los Angeles Harbor, hazardous materials site assessments, characterization and remedial action plans, air and water quality programs, environmental assessments, environmental impact reports, and statements relative to the effect of port development on the environment; supervises the preparation and administration of contracts for technical environmental services and research; supervises the analysis of proposed environmental legislation; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","JULY 24, 2014",[],two,FULL_TIME,,
307,MASONRY WORKER 3451 011918.txt,masonry worker,"89,852",,2018-01-19,"1. Completion of an apprenticeship as a bricklayer, plasterer, or cement finisher; or2. Six years of full-time paid experience in one or more of these trades.","A Masonry Worker does skilled work in plastering, bricklaying and cement finishing on construction, repair, and alteration projects. ","FEBRUARY 1, 2018",['Interview'],Six,FULL_TIME,,
308,MATERIALS TESTING ENGINEERING ASSOCIATE 7967 051818.txt,materials testing engineering associate,"66,231","$96,841",2018-05-18,"1. Graduation from an accredited four-year college or university with a degree in engineering, physics, chemistry, mathematics, geology, or a closely related field; or2. Possession of a valid Engineer-in-Training (EIT) Certificate recognized by the California Board for Professional Engineers, Land Surveyors, and Geologists.","A Materials Testing Engineering Associate performs professional engineering work in making physical tests of soils and construction materials; inspects pipe fabrication, concrete and asphalt batchings, earthwork and fill for certification; prepares preliminary reports for test results; may supervise professional and technical personnel involved in this work; and does related work.","MAY 31, 2018",[],,,four,College or University
309,MATERIALS TESTING TECHNICIAN 7968 081318.txt,materials testing technician   ,"50,718","$74,145",2018-08-03," Successful completion of any combination of two courses in engineering, biology, chemistry, physics, geology, math, or computer science, from an accredited college or university.","A Materials Testing Technician collects samples and performs routine to difficult standardized physical and chemical tests, in the field or laboratory, on soils, petroleum products, construction materials, sewage, industrial wastes and corrosion control devices; performs physical and electrical testing and installation of corrosion mitigation systems; inspects pipe fabrication and concrete and asphalt batching; and may supervise employees engaged in the above work; and submits findings in oral or written reports and takes corrective actions when required in routine cases.","AUGUST 16, 2018","['Test', 'Interview']",,,,
310,MECHANICAL ENGINEER 7558 100617.txt,mechanical engineer,"119,078","$147,934",2017-10-06,"1. Two years of full-time paid professional engineering experience in a position at the level of Mechanical Engineering Associate II, Class Code 7554; and2. Registration as a Professional Engineer in Mechanical Engineering with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.","A Mechanical Engineer performs responsible mechanical engineering work in assigning, reviewing, and evaluating the work of professional and technical employees engaged in the preparation of plans, designs, specifications, agreements or contracts, engineering economic and cost analysis studies, estimates, conceptual studies, feasibility studies, and reports; directs the construction, installation, inspection, testing, start-up, commissioning, operation, repair, and maintenance of a wide variety of mechanical facilities and appurtenant equipment; utilizes or oversees the utilization of sound project management tools and techniques related to major capital projects; reviews and makes recommendations regarding new technology; identifies and resolves technical, environmental, regulatory and legislative issues associated with the design, construction and operation of facilities, systems and equipment; may supervise the development and implementation of administrative systems and studies; supervises engineers performing technical and administrative work on engineering projects; and applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","OCTOBER 19, 2017",['Test'],Two,FULL_TIME,,
311,MECHANICAL ENGINEERING ASSOCIATE 7554 061617.txt,mechanical engineering associate,"66,231","$94,252",2017-06-16,"1. A Bachelor's or Master's degree in engineering from an accredited college or university, which includes at least 24 semester units or 36 quarter units of core courses in mechanical engineering; or2. Certification as an Engineer-In-Training recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists; or3. Registration as a Professional Engineer with the State of California Board for Professional Engineers, Land Surveyors, and Geologists. ","A Mechanical Engineering Associate performs professional mechanical engineering work in the preparation of plans, designs, specifications, reports, estimates, recommendation of awards, studies, quality assurance programs, safety and health testing, and in research, testing and inspection activities related to the manufacturing, construction, installation, operation and maintenance of mechanical equipment and systems, or checking mechanical systems of buildings for code compliance and operation and maintenance feasibility; may perform code enforcement functions relating to design and specifications of plumbing, mechanical and elevator installations and related equipment approval; and does related work.","JUNE 29, 2017",[],,,,
312,MECHANICAL ENGINEERING DRAFTING TECHNICIAN 7551 121418.txt,mechanical engineering drafting technician  ,"51,845","$75,794",2018-12-14,"1. Completion of 12 semester units or 18 quarter units in drafting, including 3 semester or 4 quarter units in Computer Aided Drafting Design (CADD) and 6 semester or 9 quarter units in mathematics, at an accredited college, trade school or technical school; or2. Two years of full-time paid engineering drafting experience, one year of which was in mechanical engineering drafting.","A Mechanical Engineering Drafting Technician performs responsible mechanical engineering drafting in the preparation of drawings for a variety of hydroelectric, electric generation stations, water facilities and mechanical equipment and installations.","DECEMBER 27, 2018",['Test'],Two,FULL_TIME,,
313,MECHANICAL HELPER 3771 011317.txt,mechanical helper,"39,839","$58,234",2017-01-13," 1. Completion of a course in automotive mechanics, machine shop, welding, plumbing, pipefitting or any other mechanical craft course from the Los Angeles Unified School District, or a college or trade school; or2. Six months of full-time paid experience in mechanical work; or3. Completion of eight months in the Utility Pre-Craft Trainee training program sponsored by the Los Angeles Department of Water and Power.","A Mechanical Helper assists mechanics, machinists, welders, blacksmiths, pipefitters, plumbers, boilermakers and other mechanical craft workers; and performs routine mechanical maintenance and repair tasks. ","JANUARY 24, 2017",[],,,,
